STS,DEST,Month,Flight No,Phân thị,Sector,A/C,Dow,Vị trí phân bổ,AC type,CW/ vị trí,Total CW,Net Rate ($),All in,Revenue,,,,,,,,,,,,,
PVG,FRA,MAY,VN037,Châu Âu,HANFRA,787,D2,1,1,500.00,"1,000.00",2.8,2.8,"2,800.00",,,,,,,,,,,,,
PVG,FRA,MAY,VN037,Châu Âu,HANFRA,787,D5,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,MAY,VN037,Châu Âu,HANFRA,787,D6,2,1,500.00,"5,000.00",2.8,2.8,"14,000.00",,,,,,,,,,,,,
PVG,FRA,MAY,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"6,000.00",2.8,2.8,"16,800.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN031,Châu Âu,SGNFRA,787,D2,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN031,Châu Âu,SGNFRA,787,D3,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN037,Châu Âu,HANFRA,787,D5,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN031,Châu Âu,SGNFRA,787,D5,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN031,Châu Âu,SGNFRA,787,D6,2,1,500.00,"3,000.00",2.8,2.8,"8,400.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN037,Châu Âu,HANFRA,787,D6,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,FRA,JUN,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,JUL,VN031,Châu Âu,SGNFRA,787,D2,2,1,500.00,"5,000.00",2.8,2.8,"14,000.00",,,,,,,,,,,,,
PVG,FRA,JUL,VN031,Châu Âu,SGNFRA,787,D3,2,1,500.00,"5,000.00",2.8,2.8,"14,000.00",,,,,,,,,,,,,
PVG,FRA,JUL,VN031,Châu Âu,SGNFRA,787,D5,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,JUL,VN031,Châu Âu,SGNFRA,787,D6,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,JUL,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"6,000.00",2.8,2.8,"16,800.00",,,,,,,,,,,,,
PVG,FRA,AUG,VN031,Châu Âu,SGNFRA,787,D2,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,FRA,AUG,VN031,Châu Âu,SGNFRA,787,D3,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,FRA,AUG,VN031,Châu Âu,SGNFRA,787,D5,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,FRA,AUG,VN031,Châu Âu,SGNFRA,787,D6,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,FRA,AUG,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,SEP,VN031,Châu Âu,SGNFRA,787,D2,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,SEP,VN031,Châu Âu,SGNFRA,787,D3,3,1,500.00,"3,000.00",2.8,2.8,"8,400.00",,,,,,,,,,,,,
PVG,FRA,SEP,VN031,Châu Âu,SGNFRA,787,D5,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,SEP,VN031,Châu Âu,SGNFRA,787,D6,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,FRA,SEP,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"1,500.00",2.8,2.8,"4,200.00",,,,,,,,,,,,,
PVG,FRA,OCT,VN031,Châu Âu,SGNFRA,787,D2,3,1,500.00,"6,000.00",2.8,2.8,"16,800.00",,,,,,,,,,,,,
PVG,FRA,OCT,VN031,Châu Âu,SGNFRA,787,D5,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,OCT,VN031,Châu Âu,SGNFRA,787,D6,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,OCT,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"4,500.00",2.8,2.8,"12,600.00",,,,,,,,,,,,,
PVG,FRA,NOV,VN031,Châu Âu,SGNFRA,787,D2,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,NOV,VN031,Châu Âu,SGNFRA,787,D3,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,NOV,VN031,Châu Âu,SGNFRA,787,D5,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,NOV,VN031,Châu Âu,SGNFRA,787,D6,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,FRA,NOV,VN037,Châu Âu,HANFRA,787,D7,3,1,500.00,"7,500.00",2.8,2.8,"21,000.00",,,,,,,,,,,,,
PVG,FRA,DEC,VN031,Châu Âu,SGNFRA,787,D2,4,1,500.00,"10,000.00",2.8,2.8,"28,000.00",,,,,,,,,,,,,
PVG,FRA,DEC,VN037,Châu Âu,HANFRA,787,D5,2,1,500.00,"4,000.00",2.8,2.8,"11,200.00",,,,,,,,,,,,,
PVG,FRA,DEC,VN031,Châu Âu,SGNFRA,787,D6,3,1,500.00,"6,000.00",2.8,2.8,"16,800.00",,,,,,,,,,,,,
PVG,LHR,JAN,VN051,Châu Âu,SGNLHR,787,D4,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,LHR,FEB,VN051,Châu Âu,SGNLHR,787,D4,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,MAR,VN051,Châu Âu,SGNLHR,787,D1,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,APR,VN051,Châu Âu,SGNLHR,787,D3,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,JUN,VN051,Châu Âu,SGNLHR,787,D6,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,JUL,VN051,Châu Âu,SGNLHR,787,D6,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,AUG,VN051,Châu Âu,SGNLHR,787,D6,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,LHR,SEP,VN051,Châu Âu,SGNLHR,787,D6,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,OCT,VN051,Châu Âu,SGNLHR,787,D4,1,1,500.00,"2,500.00",2.8,2.8,"7,000.00",,,,,,,,,,,,,
PVG,LHR,NOV,VN051,Châu Âu,SGNLHR,787,D4,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,LHR,DEC,VN051,Châu Âu,SGNLHR,787,D4,1,1,500.00,"2,000.00",2.8,2.8,"5,600.00",,,,,,,,,,,,,
PVG,MEL,JAN,VN781,Úc,SGNMEL,350,D3,2,1,540.00,"5,400.00",1.6,1.6,"8,640.00",,,,,,,,,,,,,
PVG,MEL,JAN,VN781,Úc,SGNMEL,350,D4,1,1,540.00,"2,700.00",1.6,1.6,"4,320.00",,,,,,,,,,,,,
PVG,MEL,JAN,VN781,Úc,SGNMEL,350,D5,2,1,540.00,"5,400.00",1.6,1.6,"8,640.00",,,,,,,,,,,,,
PVG,MEL,JAN,VN781,Úc,SGNMEL,350,D6,2,1,540.00,"4,320.00",1.6,1.6,"6,912.00",,,,,,,,,,,,,
PVG,MEL,FEB,VN781,Úc,SGNMEL,350,D3,2,1,540.00,"4,320.00",1.6,1.6,"6,912.00",,,,,,,,,,,,,
PVG,MEL,FEB,VN781,Úc,SGNMEL,350,D4,1,1,540.00,"2,160.00",1.6,1.6,"3,456.00",,,,,,,,,,,,,
PVG,MEL,FEB,VN781,Úc,SGNMEL,350,D5,2,1,540.00,"4,320.00",1.6,1.6,"6,912.00",,,,,,,,,,,,,
PVG,MEL,FEB,VN781,Úc,SGNMEL,350,D6,2,1,540.00,"4,320.00",1.6,1.6,"6,912.00",,,,,,,,,,,,,
PVG,MEL,MAR,VN781,Úc,SGNMEL,350,D3,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,MAR,VN781,Úc,SGNMEL,350,D4,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,MAR,VN781,Úc,SGNMEL,350,D5,2,1,560.00,"4,480.00",1.6,1.6,"7,168.00",,,,,,,,,,,,,
PVG,MEL,MAR,VN781,Úc,SGNMEL,350,D6,3,1,560.00,"8,400.00",1.6,1.6,"13,440.00",,,,,,,,,,,,,
PVG,MEL,APR,VN781,Úc,SGNMEL,350,D3,3,1,573.00,"8,595.00",1.6,1.6,"13,752.00",,,,,,,,,,,,,
PVG,MEL,APR,VN781,Úc,SGNMEL,350,D4,3,1,573.00,"6,876.00",1.6,1.6,"11,001.60",,,,,,,,,,,,,
PVG,MEL,APR,VN781,Úc,SGNMEL,350,D5,5,1,573.00,"11,460.00",1.6,1.6,"18,336.00",,,,,,,,,,,,,
PVG,MEL,APR,VN781,Úc,SGNMEL,350,D6,3,1,573.00,"6,876.00",1.6,1.6,"11,001.60",,,,,,,,,,,,,
PVG,MEL,MAY,VN781,Úc,SGNMEL,350,D3,1,1,540.00,"2,160.00",,,,,,,,,,,,,,,,
PVG,MEL,MAY,VN781,Úc,SGNMEL,350,D4,1,1,540.00,"2,700.00",,,,,,,,,,,,,,,,
PVG,MEL,JUN,VN781,Úc,SGNMEL,350,D3,2,1,550.00,"4,400.00",1.6,1.6,"7,040.00",,,,,,,,,,,,,
PVG,MEL,JUN,VN781,Úc,SGNMEL,350,D4,6,1,550.00,"13,200.00",1.6,1.6,"21,120.00",,,,,,,,,,,,,
PVG,MEL,JUN,VN781,Úc,SGNMEL,350,D5,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,MEL,JUN,VN781,Úc,SGNMEL,350,D6,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,MEL,JUL,VN781,Úc,SGNMEL,350,D2,3,1,555.00,"8,325.00",1.6,1.6,"13,320.00",,,,,,,,,,,,,
PVG,MEL,JUL,VN781,Úc,SGNMEL,350,D3,3,1,555.00,"8,325.00",1.6,1.6,"13,320.00",,,,,,,,,,,,,
PVG,MEL,JUL,VN781,Úc,SGNMEL,350,D4,3,1,555.00,"8,325.00",1.6,1.6,"13,320.00",,,,,,,,,,,,,
PVG,MEL,JUL,VN781,Úc,SGNMEL,350,D5,3,1,555.00,"6,660.00",1.6,1.6,"10,656.00",,,,,,,,,,,,,
PVG,MEL,JUL,VN781,Úc,SGNMEL,350,D6,3,1,555.00,"6,660.00",1.6,1.6,"10,656.00",,,,,,,,,,,,,
PVG,MEL,AUG,VN781,Úc,SGNMEL,350,D2,3,1,650.00,"7,800.00",1.6,1.6,"12,480.00",,,,,,,,,,,,,
PVG,MEL,AUG,VN781,Úc,SGNMEL,350,D3,3,1,650.00,"7,800.00",1.6,1.6,"12,480.00",,,,,,,,,,,,,
PVG,MEL,AUG,VN781,Úc,SGNMEL,350,D4,3,1,650.00,"7,800.00",1.6,1.6,"12,480.00",,,,,,,,,,,,,
PVG,MEL,AUG,VN781,Úc,SGNMEL,350,D5,3,1,650.00,"9,750.00",1.6,1.6,"15,600.00",,,,,,,,,,,,,
PVG,MEL,AUG,VN781,Úc,SGNMEL,350,D6,3,1,650.00,"9,750.00",1.6,1.6,"15,600.00",,,,,,,,,,,,,
PVG,MEL,SEP,VN781,Úc,SGNMEL,350,D2,3,1,570.00,"8,550.00",1.6,1.6,"13,680.00",,,,,,,,,,,,,
PVG,MEL,SEP,VN781,Úc,SGNMEL,350,D3,3,1,570.00,"6,840.00",1.6,1.6,"10,944.00",,,,,,,,,,,,,
PVG,MEL,SEP,VN781,Úc,SGNMEL,350,D4,3,1,570.00,"6,840.00",1.6,1.6,"10,944.00",,,,,,,,,,,,,
PVG,MEL,SEP,VN781,Úc,SGNMEL,350,D5,3,1,570.00,"6,840.00",1.6,1.6,"10,944.00",,,,,,,,,,,,,
PVG,MEL,SEP,VN781,Úc,SGNMEL,350,D6,3,1,570.00,"6,840.00",1.6,1.6,"10,944.00",,,,,,,,,,,,,
PVG,MEL,OCT,VN781,Úc,SGNMEL,350,D2,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,OCT,VN781,Úc,SGNMEL,350,D3,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,OCT,VN781,Úc,SGNMEL,350,D4,3,1,560.00,"8,400.00",1.6,1.6,"13,440.00",,,,,,,,,,,,,
PVG,MEL,OCT,VN781,Úc,SGNMEL,350,D5,3,1,560.00,"8,400.00",1.6,1.6,"13,440.00",,,,,,,,,,,,,
PVG,MEL,OCT,VN781,Úc,SGNMEL,350,D6,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,NOV,VN781,Úc,SGNMEL,350,D2,3,1,540.00,"6,480.00",1.6,1.6,"10,368.00",,,,,,,,,,,,,
PVG,MEL,NOV,VN781,Úc,SGNMEL,350,D3,3,1,540.00,"6,480.00",1.6,1.6,"10,368.00",,,,,,,,,,,,,
PVG,MEL,NOV,VN781,Úc,SGNMEL,350,D4,3,1,540.00,"6,480.00",1.6,1.6,"10,368.00",,,,,,,,,,,,,
PVG,MEL,NOV,VN781,Úc,SGNMEL,350,D5,3,1,540.00,"6,480.00",1.6,1.6,"10,368.00",,,,,,,,,,,,,
PVG,MEL,NOV,VN781,Úc,SGNMEL,350,D6,3,1,540.00,"8,100.00",1.6,1.6,"12,960.00",,,,,,,,,,,,,
PVG,MEL,DEC,VN781,Úc,SGNMEL,350,D2,3,1,560.00,"8,400.00",1.6,1.6,"13,440.00",,,,,,,,,,,,,
PVG,MEL,DEC,VN781,Úc,SGNMEL,350,D3,3,1,560.00,"8,400.00",1.6,1.6,"13,440.00",,,,,,,,,,,,,
PVG,MEL,DEC,VN781,Úc,SGNMEL,350,D4,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,DEC,VN781,Úc,SGNMEL,350,D5,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MEL,DEC,VN781,Úc,SGNMEL,350,D6,3,1,560.00,"6,720.00",1.6,1.6,"10,752.00",,,,,,,,,,,,,
PVG,MUC,JAN,VN033,Châu Âu,SGNMUC,787,D3,1,1,500.00,"2,500.00",2.6,2.6,"6,500.00",,,,,,,,,,,,,
PVG,MUC,FEB,VN035,Châu Âu,HANMUC,787,D7,1,1,500.00,"2,000.00",,,,,,,,,,,,,,,,
PVG,MUC,MAR,VN035,Châu Âu,HANMUC,787,D5,1,1,500.00,"2,000.00",,,,,,,,,,,,,,,,
PVG,MUC,MAR,VN035,Châu Âu,HANMUC,787,D7,1,1,500.00,"2,000.00",,,,,,,,,,,,,,,,
PVG,MUC,APR,VN035,Châu Âu,HANMUC,787,D1,1,1,500.00,"2,000.00",2.5,2.5,"5,000.00",,,,,,,,,,,,,
PVG,MUC,APR,VN033,Châu Âu,SGNMUC,787,D1,2,1,500.00,"4,000.00",2.6,2.6,"10,400.00",,,,,,,,,,,,,
PVG,MUC,APR,VN033,Châu Âu,SGNMUC,787,D3,2,1,500.00,"5,000.00",2.6,2.6,"13,000.00",,,,,,,,,,,,,
PVG,MUC,JUN,VN035,Châu Âu,HANMUC,787,D1,4,1,500.00,"10,000.00",2.55,2.55,"25,500.00",,,,,,,,,,,,,
PVG,MUC,JUN,VN033,Châu Âu,SGNMUC,787,D1,1,1,500.00,"2,500.00",2.55,2.55,"6,375.00",,,,,,,,,,,,,
PVG,MUC,JUN,VN035,Châu Âu,HANMUC,787,D6,4,1,500.00,"8,000.00",2.55,2.55,"20,400.00",,,,,,,,,,,,,
PVG,MUC,JUL,VN035,Châu Âu,HANMUC,787,D1,3,1,500.00,"6,000.00",2.55,2.55,"15,300.00",,,,,,,,,,,,,
PVG,MUC,JUL,VN033,Châu Âu,SGNMUC,787,D1,1,1,500.00,"2,000.00",2.55,2.55,"5,100.00",,,,,,,,,,,,,
PVG,MUC,JUL,VN035,Châu Âu,HANMUC,787,D4,3,1,500.00,"7,500.00",2.55,2.55,"19,125.00",,,,,,,,,,,,,
PVG,MUC,JUL,VN035,Châu Âu,HANMUC,787,D6,6,1,500.00,"12,000.00",2.55,2.55,"30,600.00",,,,,,,,,,,,,
PVG,MUC,AUG,VN035,Châu Âu,HANMUC,787,D1,3,1,500.00,"6,000.00",2.55,2.55,"15,300.00",,,,,,,,,,,,,
PVG,MUC,AUG,VN035,Châu Âu,HANMUC,787,D4,3,1,500.00,"6,000.00",2.55,2.55,"15,300.00",,,,,,,,,,,,,
PVG,MUC,AUG,VN035,Châu Âu,HANMUC,787,D6,3,1,500.00,"7,500.00",2.55,2.55,"19,125.00",,,,,,,,,,,,,
PVG,MUC,SEP,VN033,Châu Âu,SGNMUC,787,D1,1,1,500.00,"2,500.00",2.55,2.55,"6,375.00",,,,,,,,,,,,,
PVG,MXP,JUL,VN073,Châu Âu,HANMXP,787,D5,3,1,550.00,"6,600.00",2.6,2.6,"17,160.00",,,,,,,,,,,,,
PVG,MXP,JUL,VN073,Châu Âu,HANMXP,787,D6,3,1,550.00,"6,600.00",2.6,2.6,"17,160.00",,,,,,,,,,,,,
PVG,MXP,AUG,VN073,Châu Âu,HANMXP,787,D5,3,1,550.00,"8,250.00",2.6,2.6,"21,450.00",,,,,,,,,,,,,
PVG,MXP,AUG,VN073,Châu Âu,HANMXP,787,D6,3,1,550.00,"8,250.00",2.6,2.6,"21,450.00",,,,,,,,,,,,,
PVG,PER,JAN,VN791,Úc,SGNPER,787,D1,3,1,573.00,"6,876.00",1.5,1.5,"10,314.00",,,,,,,,,,,,,
PVG,PER,JAN,VN791,Úc,SGNPER,787,D4,4,1,573.00,"11,460.00",1.5,1.5,"17,190.00",,,,,,,,,,,,,
PVG,PER,JAN,VN791,Úc,SGNPER,787,D6,2,1,573.00,"4,584.00",1.5,1.5,"6,876.00",,,,,,,,,,,,,
PVG,PER,FEB,VN791,Úc,SGNPER,787,D1,5,1,575.00,"11,500.00",1.5,1.5,"17,250.00",,,,,,,,,,,,,
PVG,PER,FEB,VN791,Úc,SGNPER,787,D4,3,1,575.00,"6,900.00",1.5,1.5,"10,350.00",,,,,,,,,,,,,
PVG,PER,FEB,VN791,Úc,SGNPER,787,D6,5,1,575.00,"11,500.00",1.5,1.5,"17,250.00",,,,,,,,,,,,,
PVG,PER,MAR,VN791,Úc,SGNPER,787,D1,6,1,565.00,"16,950.00",1.5,1.5,"25,425.00",,,,,,,,,,,,,
PVG,PER,MAR,VN791,Úc,SGNPER,787,D4,4,1,565.00,"9,040.00",1.5,1.5,"13,560.00",,,,,,,,,,,,,
PVG,PER,MAR,VN791,Úc,SGNPER,787,D6,5,1,565.00,"14,125.00",1.5,1.5,"21,187.50",,,,,,,,,,,,,
PVG,PER,APR,VN791,Úc,SGNPER,787,D1,6,1,650.00,"15,600.00",1.5,1.5,"23,400.00",,,,,,,,,,,,,
PVG,PER,APR,VN791,Úc,SGNPER,787,D4,5,1,650.00,"13,000.00",1.5,1.5,"19,500.00",,,,,,,,,,,,,
PVG,PER,APR,VN791,Úc,SGNPER,787,D6,6,1,650.00,"15,600.00",1.5,1.5,"23,400.00",,,,,,,,,,,,,
PVG,PER,MAY,VN791,Úc,SGNPER,787,D1,3,1,575.00,"6,900.00",,,,,,,,,,,,,,,,
PVG,PER,MAY,VN791,Úc,SGNPER,787,D4,5,1,575.00,"2,875.00",,,,,,,,,,,,,,,,
PVG,PER,MAY,VN791,Úc,SGNPER,787,D6,4,1,575.00,"11,500.00",,,,,,,,,,,,,,,,
PVG,PER,JUN,VN791,Úc,SGNPER,787,D1,6,1,657.00,"19,710.00",1.5,1.5,"29,565.00",,,,,,,,,,,,,
PVG,PER,JUN,VN791,Úc,SGNPER,787,D4,5,1,657.00,"13,140.00",1.5,1.5,"19,710.00",,,,,,,,,,,,,
PVG,PER,JUN,VN791,Úc,SGNPER,787,D6,6,1,657.00,"15,768.00",1.5,1.5,"23,652.00",,,,,,,,,,,,,
PVG,PER,JUL,VN791,Úc,SGNPER,787,D1,6,1,659.00,"15,816.00",1.25,1.25,"19,770.00",,,,,,,,,,,,,
PVG,PER,JUL,VN791,Úc,SGNPER,787,D4,6,1,659.00,"19,770.00",1.25,1.25,"24,712.50",,,,,,,,,,,,,
PVG,PER,JUL,VN791,Úc,SGNPER,787,D6,6,1,659.00,"15,816.00",1.25,1.25,"19,770.00",,,,,,,,,,,,,
PVG,PER,AUG,VN791,Úc,SGNPER,787,D1,6,1,726.00,"17,424.00",1.25,1.25,"21,780.00",,,,,,,,,,,,,
PVG,PER,AUG,VN791,Úc,SGNPER,787,D4,6,1,726.00,"17,424.00",1.25,1.25,"21,780.00",,,,,,,,,,,,,
PVG,PER,AUG,VN791,Úc,SGNPER,787,D6,6,1,726.00,"4,356.00",1.25,1.25,"5,445.00",,,,,,,,,,,,,
PVG,PER,SEP,VN791,Úc,SGNPER,787,D1,6,1,631.00,"18,930.00",1.25,1.25,"23,662.50",,,,,,,,,,,,,
PVG,PER,SEP,VN791,Úc,SGNPER,787,D4,5,1,631.00,"12,620.00",1.25,1.25,"15,775.00",,,,,,,,,,,,,
PVG,PER,SEP,VN791,Úc,SGNPER,787,D6,6,1,631.00,"15,144.00",1.25,1.25,"18,930.00",,,,,,,,,,,,,
PVG,PER,OCT,VN791,Úc,SGNPER,787,D1,6,1,690.00,"8,280.00",1.25,1.25,"10,350.00",,,,,,,,,,,,,
PVG,PER,OCT,VN791,Úc,SGNPER,787,D4,5,1,690.00,"17,250.00",1.25,1.25,"21,562.50",,,,,,,,,,,,,
PVG,PER,OCT,VN791,Úc,SGNPER,787,D6,6,1,690.00,"16,560.00",1.25,1.25,"20,700.00",,,,,,,,,,,,,
PVG,PER,NOV,VN791,Úc,SGNPER,787,D1,6,1,656.00,"15,744.00",1.25,1.25,"19,680.00",,,,,,,,,,,,,
PVG,PER,NOV,VN791,Úc,SGNPER,787,D4,5,1,656.00,"13,120.00",1.25,1.25,"16,400.00",,,,,,,,,,,,,
PVG,PER,NOV,VN791,Úc,SGNPER,787,D6,6,1,656.00,"19,680.00",1.25,1.25,"24,600.00",,,,,,,,,,,,,
PVG,PER,DEC,VN791,Úc,SGNPER,787,D1,6,1,616.00,"18,480.00",1.25,1.25,"23,100.00",,,,,,,,,,,,,
PVG,PER,DEC,VN791,Úc,SGNPER,787,D4,5,1,616.00,"12,320.00",1.25,1.25,"15,400.00",,,,,,,,,,,,,
PVG,PER,DEC,VN791,Úc,SGNPER,787,D6,6,1,616.00,"14,784.00",1.25,1.25,"18,480.00",,,,,,,,,,,,,
PVG,SYD,JAN,VN773,Úc,SGNSYD,350,D2,1,1,550.00,"2,200.00",1.6,1.6,"3,520.00",,,,,,,,,,,,,
PVG,SYD,JAN,VN773,Úc,SGNSYD,350,D3,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,JAN,VN773,Úc,SGNSYD,350,D4,1,1,550.00,"2,750.00",1.6,1.6,"4,400.00",,,,,,,,,,,,,
PVG,SYD,JAN,VN773,Úc,SGNSYD,350,D5,1,1,550.00,"2,750.00",1.6,1.6,"4,400.00",,,,,,,,,,,,,
PVG,SYD,FEB,VN773,Úc,SGNSYD,350,D2,1,1,550.00,"2,200.00",1.6,1.6,"3,520.00",,,,,,,,,,,,,
PVG,SYD,FEB,VN773,Úc,SGNSYD,350,D3,2,1,550.00,"4,400.00",1.6,1.6,"7,040.00",,,,,,,,,,,,,
PVG,SYD,FEB,VN773,Úc,SGNSYD,350,D4,1,1,550.00,"2,200.00",1.6,1.6,"3,520.00",,,,,,,,,,,,,
PVG,SYD,FEB,VN773,Úc,SGNSYD,350,D5,1,1,550.00,"2,200.00",1.6,1.6,"3,520.00",,,,,,,,,,,,,
PVG,SYD,MAR,VN773,Úc,SGNSYD,350,D2,1,1,550.00,"2,200.00",1.6,1.6,"3,520.00",,,,,,,,,,,,,
PVG,SYD,MAR,VN773,Úc,SGNSYD,350,D3,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,MAR,VN773,Úc,SGNSYD,350,D4,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,MAR,VN773,Úc,SGNSYD,350,D5,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,APR,VN773,Úc,SGNSYD,350,D2,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,APR,VN773,Úc,SGNSYD,350,D3,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,APR,VN773,Úc,SGNSYD,350,D4,2,1,550.00,"4,400.00",1.6,1.6,"7,040.00",,,,,,,,,,,,,
PVG,SYD,APR,VN773,Úc,SGNSYD,350,D5,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,MAY,VN773,Úc,SGNSYD,350,D2,3,1,550.00,"1,650.00",,,,,,,,,,,,,,,,
PVG,SYD,MAY,VN773,Úc,SGNSYD,350,D4,1,1,550.00,"2,750.00",,,,,,,,,,,,,,,,
PVG,SYD,JUN,VN773,Úc,SGNSYD,350,D2,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,JUN,VN773,Úc,SGNSYD,350,D3,2,1,550.00,"4,400.00",1.6,1.6,"7,040.00",,,,,,,,,,,,,
PVG,SYD,JUN,VN773,Úc,SGNSYD,350,D4,3,1,550.00,"6,600.00",1.6,1.6,"10,560.00",,,,,,,,,,,,,
PVG,SYD,JUN,VN773,Úc,SGNSYD,350,D5,2,1,550.00,"4,400.00",1.6,1.6,"7,040.00",,,,,,,,,,,,,
PVG,SYD,JUL,VN773,Úc,SGNSYD,350,D2,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,JUL,VN773,Úc,SGNSYD,350,D3,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,JUL,VN773,Úc,SGNSYD,350,D4,3,1,550.00,"8,250.00",1.6,1.6,"13,200.00",,,,,,,,,,,,,
PVG,SYD,JUL,VN773,Úc,SGNSYD,350,D5,6,1,550.00,"13,200.00",1.6,1.6,"21,120.00",,,,,,,,,,,,,
