STS,DEST,Month,Flight No,Phân thị,Sector,A/C,Dow,Vị trí phân bổ,AC type,CW/ vị trí,Total CW,Net Rate ($),All in,Revenue,,,,,,,,,,,,,
HAN,MXP,DEC,VN073,Châu Âu,HANMXP,787,D6,21,1,550.00,"46,200.00",2.38,2.38,"109,956.00",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D1,21,1,569.95,"47,875.80",0.89,1.24,"59,365.99",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D2,22,1,569.95,"50,155.60",0.89,1.24,"62,192.94",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D3,21,1,569.95,"59,844.75",0.89,1.24,"74,207.49",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D4,21,1,569.95,"59,844.75",0.89,1.24,"74,207.49",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D5,21,1,569.95,"59,844.75",0.89,1.24,"74,207.49",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D6,21,1,569.95,"47,875.80",0.89,1.24,"59,365.99",,,,,,,,,,,,,
HAN,NRT,JAN,VN310,Nhật Bản,HANNRT,787,D7,21,1,569.95,"47,875.80",0.89,1.24,"59,365.99",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D1,15,1,512.48,"30,748.80",0.9,1.25,"38,436.00",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D2,20,1,512.48,"40,998.40",0.9,1.25,"51,248.00",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D3,18,1,512.48,"36,898.56",0.9,1.25,"46,123.20",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D4,18,1,512.48,"36,898.56",0.9,1.25,"46,123.20",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D5,18,1,512.48,"36,898.56",0.9,1.25,"46,123.20",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D6,18,1,512.48,"36,898.56",0.9,1.25,"46,123.20",,,,,,,,,,,,,
HAN,NRT,FEB,VN310,Nhật Bản,HANNRT,787,D7,18,1,512.48,"36,898.56",0.9,1.25,"46,123.20",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D1,18,1,615.42,"55,387.80",0.95,1.3,"72,004.14",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D2,22,1,615.42,"54,156.96",0.95,1.3,"70,404.05",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D3,21,1,615.42,"51,695.28",0.95,1.3,"67,203.86",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D4,21,1,615.42,"51,695.28",0.95,1.3,"67,203.86",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D5,21,1,615.42,"51,695.28",0.95,1.3,"67,203.86",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D6,21,1,615.42,"64,619.10",0.95,1.3,"84,004.83",,,,,,,,,,,,,
HAN,NRT,MAR,VN310,Nhật Bản,HANNRT,787,D7,22,1,615.42,"67,696.20",0.95,1.3,"88,005.06",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D1,18,1,649.27,"46,747.44",0.9,1.25,"58,434.30",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D2,22,1,649.27,"71,419.70",0.9,1.25,"89,274.63",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D3,22,1,649.27,"71,419.70",0.9,1.25,"89,274.63",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D4,22,1,649.27,"57,135.76",0.9,1.25,"71,419.70",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D5,22,1,649.27,"57,135.76",0.9,1.25,"71,419.70",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D6,22,1,649.27,"57,135.76",0.9,1.25,"71,419.70",,,,,,,,,,,,,
HAN,NRT,APR,VN310,Nhật Bản,HANNRT,787,D7,22,1,649.27,"57,135.76",0.9,1.25,"71,419.70",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D1,21,1,614.44,"51,612.96",0.9,1.25,"64,516.20",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D2,22,1,614.44,"54,070.72",0.9,1.25,"67,588.40",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D3,22,1,614.44,"54,070.72",0.9,1.25,"67,588.40",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D4,22,1,614.44,"67,588.40",0.9,1.25,"84,485.50",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D5,22,1,614.44,"67,588.40",0.9,1.25,"84,485.50",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D6,22,1,614.44,"67,588.40",0.9,1.25,"84,485.50",,,,,,,,,,,,,
HAN,NRT,MAY,VN310,Nhật Bản,HANNRT,787,D7,22,1,614.44,"54,070.72",0.9,1.25,"67,588.40",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D1,21,1,603.57,"63,374.85",0.9,1.25,"79,218.56",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D2,22,1,603.57,"53,114.16",0.9,1.25,"66,392.70",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D3,22,1,603.57,"53,114.16",0.9,1.25,"66,392.70",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D4,22,1,603.57,"53,114.16",0.9,1.25,"66,392.70",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D5,22,1,603.57,"53,114.16",0.9,1.25,"66,392.70",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D6,22,1,603.57,"53,114.16",0.9,1.25,"66,392.70",,,,,,,,,,,,,
HAN,NRT,JUN,VN310,Nhật Bản,HANNRT,787,D7,22,1,603.57,"66,392.70",0.9,1.25,"82,990.88",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D1,21,1,572.65,"48,102.60",0.9,1.25,"60,128.25",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D2,22,1,572.65,"62,991.50",0.9,1.25,"78,739.38",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D3,22,1,572.65,"62,991.50",0.9,1.25,"78,739.38",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D4,22,1,572.65,"62,991.50",0.9,1.25,"78,739.38",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D5,22,1,572.65,"50,393.20",0.9,1.25,"62,991.50",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D6,22,1,572.65,"50,393.20",0.9,1.25,"62,991.50",,,,,,,,,,,,,
HAN,NRT,JUL,VN310,Nhật Bản,HANNRT,787,D7,22,1,572.65,"50,393.20",0.9,1.25,"62,991.50",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D1,22,1,559.15,"49,205.20",0.9,1.25,"61,506.50",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D2,23,1,559.15,"51,441.80",0.9,1.25,"64,302.25",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D3,23,1,559.15,"51,441.80",0.9,1.25,"64,302.25",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D4,23,1,559.15,"51,441.80",0.9,1.25,"64,302.25",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D5,22,1,559.15,"61,506.50",0.9,1.25,"76,883.13",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D6,22,1,559.15,"61,506.50",0.9,1.25,"76,883.13",,,,,,,,,,,,,
HAN,NRT,AUG,VN310,Nhật Bản,HANNRT,787,D7,22,1,559.15,"61,506.50",0.9,1.25,"76,883.13",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D1,21,1,567.07,"59,542.35",0.95,1.3,"77,405.06",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D2,22,1,567.07,"62,377.70",0.95,1.3,"81,091.01",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D3,22,1,567.07,"49,902.16",0.95,1.3,"64,872.81",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D4,22,1,567.07,"49,902.16",0.95,1.3,"64,872.81",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D5,22,1,567.07,"49,902.16",0.95,1.3,"64,872.81",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D6,22,1,567.07,"49,902.16",0.95,1.3,"64,872.81",,,,,,,,,,,,,
HAN,NRT,SEP,VN310,Nhật Bản,HANNRT,787,D7,22,1,567.07,"49,902.16",0.95,1.3,"64,872.81",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D1,22,1,550.53,"48,446.64",0.95,1.3,"62,980.63",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D2,23,1,550.53,"50,648.76",0.95,1.3,"65,843.39",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D3,23,1,550.53,"63,310.95",0.95,1.3,"82,304.24",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D4,22,1,550.53,"60,558.30",0.95,1.3,"78,725.79",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D5,22,1,550.53,"60,558.30",0.95,1.3,"78,725.79",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D6,22,1,550.53,"48,446.64",0.95,1.3,"62,980.63",,,,,,,,,,,,,
HAN,NRT,OCT,VN310,Nhật Bản,HANNRT,787,D7,22,1,550.53,"48,446.64",0.95,1.3,"62,980.63",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D1,21,1,580.05,"48,724.20",0.95,1.3,"63,341.46",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D2,22,1,580.05,"51,044.40",0.95,1.3,"66,357.72",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D3,22,1,580.05,"51,044.40",0.95,1.3,"66,357.72",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D4,22,1,580.05,"51,044.40",0.95,1.3,"66,357.72",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D5,22,1,580.05,"51,044.40",0.95,1.3,"66,357.72",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D6,22,1,580.05,"63,805.50",0.95,1.3,"82,947.15",,,,,,,,,,,,,
HAN,NRT,NOV,VN310,Nhật Bản,HANNRT,787,D7,22,1,580.05,"63,805.50",0.95,1.3,"82,947.15",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D1,18,1,580.05,"52,204.50",0.9,1.25,"65,255.63",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D2,22,1,580.05,"63,805.50",0.9,1.25,"79,756.88",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D3,21,1,580.05,"60,905.25",0.9,1.25,"76,131.56",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D4,21,1,580.05,"48,724.20",0.9,1.25,"60,905.25",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D5,21,1,580.05,"48,724.20",0.9,1.25,"60,905.25",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D6,21,1,580.05,"48,724.20",0.9,1.25,"60,905.25",,,,,,,,,,,,,
HAN,NRT,DEC,VN310,Nhật Bản,HANNRT,787,D7,21,1,580.05,"48,724.20",0.9,1.25,"60,905.25",,,,,,,,,,,,,
HAN,PEK,JUN,VN512,Trung Quốc,HANPEK,787,D2,11,1,472.82,"20,804.08",0.5,1,"20,804.08",,,,,,,,,,,,,
HAN,PEK,JUN,VN512,Trung Quốc,HANPEK,787,D5,12,1,472.82,"22,695.36",0.5,1,"22,695.36",,,,,,,,,,,,,
HAN,PEK,JUN,VN512,Trung Quốc,HANPEK,787,D7,12,1,472.82,"28,369.20",0.5,1,"28,369.20",,,,,,,,,,,,,
HAN,PEK,JUL,VN512,Trung Quốc,HANPEK,787,D2,13,1,465.23,"30,239.95",0.5,1,"30,239.95",,,,,,,,,,,,,
HAN,PEK,JUL,VN512,Trung Quốc,HANPEK,787,D5,14,1,465.23,"26,052.88",0.5,1,"26,052.88",,,,,,,,,,,,,
HAN,PEK,JUL,VN512,Trung Quốc,HANPEK,787,D7,14,1,465.23,"26,052.88",0.5,1,"26,052.88",,,,,,,,,,,,,
HAN,PEK,AUG,VN512,Trung Quốc,HANPEK,787,D2,10,1,540.80,"21,632.00",0.5,1,"21,632.00",,,,,,,,,,,,,
HAN,PEK,AUG,VN512,Trung Quốc,HANPEK,787,D5,11,1,540.80,"29,744.00",0.5,1,"29,744.00",,,,,,,,,,,,,
HAN,PEK,AUG,VN512,Trung Quốc,HANPEK,787,D7,11,1,540.80,"29,744.00",0.5,1,"29,744.00",,,,,,,,,,,,,
HAN,PER,JAN,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,FEB,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,MAR,VN791,Úc,SGNPER,787,D1,1,1,490.00,"2,450.00",,,,,,,,,,,,,,,,
HAN,PER,APR,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,MAY,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,JUN,VN791,Úc,SGNPER,787,D1,1,1,490.00,"2,450.00",,,,,,,,,,,,,,,,
HAN,PER,JUL,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,AUG,VN791,Úc,SGNPER,787,D1,2,1,490.00,"3,920.00",,,,,,,,,,,,,,,,
HAN,PER,SEP,VN791,Úc,SGNPER,787,D1,1,1,490.00,"2,450.00",,,,,,,,,,,,,,,,
HAN,PER,OCT,VN791,Úc,SGNPER,787,D1,3,1,490.00,"2,940.00",,,,,,,,,,,,,,,,
HAN,PER,NOV,VN791,Úc,SGNPER,787,D1,1,1,490.00,"1,960.00",,,,,,,,,,,,,,,,
HAN,PER,DEC,VN791,Úc,SGNPER,787,D1,1,1,490.00,"2,450.00",,,,,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D1,4,1,490.74,"7,851.84",1.3,1.3,"10,207.39",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D2,4,1,490.74,"7,851.84",1.3,1.3,"10,207.39",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D3,4,1,490.74,"9,814.80",1.3,1.3,"12,759.24",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D4,4,1,490.74,"9,814.80",1.3,1.3,"12,759.24",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D5,4,1,490.74,"9,814.80",1.3,1.3,"12,759.24",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D6,4,1,490.74,"7,851.84",1.3,1.3,"10,207.39",,,,,,,,,,,,,
HAN,PUS,JAN,VN428,Hàn Quốc,HANPUS,787,D7,4,1,490.74,"7,851.84",1.3,1.3,"10,207.39",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D1,6,1,500.00,"12,000.00",1.3,1.3,"15,600.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D2,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D3,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D4,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D5,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D6,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,FEB,VN428,Hàn Quốc,HANPUS,787,D7,12,1,500.00,"24,000.00",1.3,1.3,"31,200.00",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D1,7,1,449.57,"15,734.95",1.34,1.34,"21,084.83",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D2,12,1,449.57,"21,579.36",1.34,1.34,"28,916.34",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D3,12,1,449.57,"21,579.36",1.34,1.34,"28,916.34",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D4,12,1,449.57,"21,579.36",1.34,1.34,"28,916.34",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D5,12,1,449.57,"21,579.36",1.34,1.34,"28,916.34",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D6,12,1,449.57,"26,974.20",1.34,1.34,"36,145.43",,,,,,,,,,,,,
HAN,PUS,MAR,VN428,Hàn Quốc,HANPUS,787,D7,12,1,449.57,"26,974.20",1.34,1.34,"36,145.43",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D1,9,1,486.19,"17,502.84",1.3,1.3,"22,753.69",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D2,12,1,486.19,"29,171.40",1.3,1.3,"37,922.82",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D3,12,1,486.19,"29,171.40",1.3,1.3,"37,922.82",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D4,12,1,486.19,"23,337.12",1.3,1.3,"30,338.26",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D5,9,1,486.19,"17,502.84",1.3,1.3,"22,753.69",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D6,12,1,486.19,"23,337.12",1.3,1.3,"30,338.26",,,,,,,,,,,,,
HAN,PUS,APR,VN428,Hàn Quốc,HANPUS,787,D7,9,1,486.19,"17,502.84",1.3,1.3,"22,753.69",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D1,7,1,478.89,"13,408.92",1.3,1.3,"17,431.60",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D2,12,1,478.89,"22,986.72",1.3,1.3,"29,882.74",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D3,12,1,478.89,"22,986.72",1.3,1.3,"29,882.74",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D4,12,1,478.89,"28,733.40",1.3,1.3,"37,353.42",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D5,9,1,478.89,"21,550.05",1.3,1.3,"28,015.07",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D6,12,1,478.89,"28,733.40",1.3,1.3,"37,353.42",,,,,,,,,,,,,
HAN,PUS,MAY,VN428,Hàn Quốc,HANPUS,787,D7,9,1,478.89,"17,240.04",1.3,1.3,"22,412.05",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D1,9,1,460.44,"20,719.80",1.3,1.3,"26,935.74",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D2,12,1,460.44,"22,101.12",1.3,1.3,"28,731.46",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D3,12,1,460.44,"22,101.12",1.3,1.3,"28,731.46",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D4,12,1,460.44,"22,101.12",1.3,1.3,"28,731.46",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D5,12,1,460.44,"22,101.12",1.3,1.3,"28,731.46",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D6,12,1,460.44,"22,101.12",1.3,1.3,"28,731.46",,,,,,,,,,,,,
HAN,PUS,JUN,VN428,Hàn Quốc,HANPUS,787,D7,12,1,460.44,"27,626.40",1.3,1.3,"35,914.32",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D1,9,1,464.78,"16,732.08",1.3,1.3,"21,751.70",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D2,12,1,464.78,"27,886.80",1.3,1.3,"36,252.84",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D3,12,1,464.78,"27,886.80",1.3,1.3,"36,252.84",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D4,12,1,464.78,"27,886.80",1.3,1.3,"36,252.84",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D5,9,1,464.78,"16,732.08",1.3,1.3,"21,751.70",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D6,12,1,464.78,"22,309.44",1.3,1.3,"29,002.27",,,,,,,,,,,,,
HAN,PUS,JUL,VN428,Hàn Quốc,HANPUS,787,D7,9,1,464.78,"16,732.08",1.3,1.3,"21,751.70",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D1,6,1,456.95,"10,966.80",1.3,1.3,"14,256.84",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D2,12,1,456.95,"21,933.60",1.3,1.3,"28,513.68",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D3,12,1,456.95,"21,933.60",1.3,1.3,"28,513.68",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D4,12,1,456.95,"21,933.60",1.3,1.3,"28,513.68",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D5,12,1,456.95,"27,417.00",1.3,1.3,"35,642.10",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D6,12,1,456.95,"27,417.00",1.3,1.3,"35,642.10",,,,,,,,,,,,,
HAN,PUS,AUG,VN428,Hàn Quốc,HANPUS,787,D7,12,1,456.95,"27,417.00",1.3,1.3,"35,642.10",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D1,6,1,469.53,"14,085.90",1.34,1.34,"18,875.11",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D2,12,1,469.53,"28,171.80",1.34,1.34,"37,750.21",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D3,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D4,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D5,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D6,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,SEP,VN428,Hàn Quốc,HANPUS,787,D7,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D1,9,1,469.53,"16,903.08",1.34,1.34,"22,650.13",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D2,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D3,12,1,469.53,"28,171.80",1.34,1.34,"37,750.21",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D4,12,1,469.53,"28,171.80",1.34,1.34,"37,750.21",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D5,9,1,469.53,"21,128.85",1.34,1.34,"28,312.66",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D6,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,OCT,VN428,Hàn Quốc,HANPUS,787,D7,9,1,469.53,"16,903.08",1.34,1.34,"22,650.13",,,,,,,,,,,,,
HAN,PUS,NOV,VN428,Hàn Quốc,HANPUS,787,D1,6,1,469.53,"11,268.72",1.34,1.34,"15,100.08",,,,,,,,,,,,,
HAN,PUS,NOV,VN428,Hàn Quốc,HANPUS,787,D2,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,NOV,VN428,Hàn Quốc,HANPUS,787,D3,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
HAN,PUS,NOV,VN428,Hàn Quốc,HANPUS,787,D4,12,1,469.53,"22,537.44",1.34,1.34,"30,200.17",,,,,,,,,,,,,
